stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,zone_id
RET:HA3053,HA3053,"Rotterdam, Chris Bennekerslaan",51.925963,4.509589,0,stoparea:RET:146,,0,,
RET:HA3054,HA3054,"Rotterdam, Voorschoterlaan",51.925407,4.513278,0,stoparea:RET:787,,1,,
RET:HA3058,HA3058,"Nieuwerkerk ad IJssel, Ringvaartlaan",51.972897,4.607128,0,stoparea:RET:609,,0,,
RET:HA3059,HA3059,"Nieuwerkerk ad IJssel, Ringvaarthal/Station",51.966809,4.616168,0,stoparea:RET:704,,0,,
RET:HA3062,HA3062,"Nieuwerkerk ad IJssel, Goudmos",51.974561,4.610009,0,stoparea:RET:250,,0,,
RET:HA3063,HA3063,"Nieuwerkerk ad IJssel, Kroonkruid",51.97733,4.616904,0,stoparea:RET:381,,0,,
RET:HA3064,HA3064,"Nieuwerkerk ad IJssel, Bospolderstraat",51.96479,4.612594,0,stoparea:RET:110,,0,,
RET:HA3065,HA3065,"Capelle ad IJssel, Mendelssohnstraat",51.961907,4.607508,0,stoparea:RET:455,,0,,
RET:HA3066,HA3066,"Nieuwerkerk ad IJssel, Burg. Vogelaarsingel",51.9638,4.602906,0,stoparea:RET:136,,0,,
RET:HA3067,HA3067,"Nieuwerkerk ad IJssel, Vrijheidslaan",51.96628,4.600141,0,stoparea:RET:796,,0,,
RET:HA3072,HA3072,"Krimpen ad IJssel, Krimpen Busstation",51.912788,4.590599,0,stoparea:RET:380,,0,,
RET:HA3073,HA3073,"Rotterdam, Avenue Concordia",51.920499,4.510916,0,stoparea:RET:51,,0,,
RET:HA3074,HA3074,"Rotterdam, Schiemond",51.904186,4.447077,0,stoparea:RET:641,,0,,
RET:HA3075,HA3075,"Rotterdam, Van den Hoonaardstra",51.935414,4.475769,0,stoparea:RET:301,,0,,
RET:HA3076,HA3076,"Rotterdam, Soetendaalseweg",51.939586,4.479436,0,stoparea:RET:8409,,0,,
RET:HA3077,HA3077,"Rotterdam, Donkersingel",51.951109,4.470112,0,stoparea:RET:194,,0,,
RET:HA3078,HA3078,"Rotterdam, Meidoornsingel",51.954028,4.468597,0,stoparea:RET:450,,0,,
RET:HA3079,HA3079,"Rotterdam, 't Vaantje",51.967448,4.495491,0,stoparea:RET:739,,0,,
RET:HA3080,HA3080,"Bergschenhoek, Weg en Land",51.977303,4.497159,0,stoparea:RET:18889,,0,,
RET:HA3081,HA3081,"Bergschenhoek, Boterdorpseweg",51.98054,4.49724,0,stoparea:RET:111,,1,,
